Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.5020

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 2 (9.13.0.2105380) 64-bit (glnxa64)
                              October 26, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 32).
Loaded 446 seeds from grids/seeds/individual/y2023.mat
	scoring all of them using MC
	MCS total time 14.0 m + evolution total time 2.0 d = 2.0 d
	MCS runs 446 (1.0 m each) --> evolution runs 352 (4.0 h each)

seed     2 | Wombat(0,1.0 m,0.64) x  221 | MC estimate  65
seed 188 | gen  186 (26.2K grids scored in 2.0 h) | maps{1} | new champion: max wsl 13, nw 17, score 116
seed 188 | gen  187 (26.3K grids scored in 2.0 h) | maps{1} | new champion: max wsl 13, nw 16, score 117
seed 143 | gen   27 (3.7K grids scored in 2.6 h) | maps{1} | new champion: max wsl 9, nw 13, score 169
seed 43 | gen   27 (4.8K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 169
seed 68 | gen   20 (3.2K grids scored in 2.9 h) | maps{1} | new champion: max wsl 8, nw 15, score 163
seed 133 | gen   31 (4.4K grids scored in 2.9 h) | maps{1} | new champion: max wsl 9, nw 18, score 163
seed 63 | gen   18 (2.2K grids scored in 2.8 h) | maps{1} | new champion: max wsl 9, nw 14, score 152
seed 188 | gen  188 (26.5K grids scored in 2.1 h) | maps{1} | new champion: max wsl 9, nw 16, score 128
seed 43 | gen   28 (5.0K grids scored in 2.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 170
seed 188 | gen  189 (26.7K grids scored in 2.1 h) | maps{1} | new champion: max wsl 10, nw 16, score 134
seed 63 | gen   19 (2.4K grids scored in 2.9 h) | maps{1} | new champion: max wsl 9, nw 14, score 153
seed 153 | gen   27 (4.2K grids scored in 2.6 h) | maps{1} | new champion: max wsl 10, nw 12, score 162
seed 188 | gen  190 (26.9K grids scored in 2.2 h) | maps{1} | new champion: max wsl 11, nw 16, score 135
seed 63 | gen   20 (2.6K grids scored in 2.9 h) | maps{1} | new champion: max wsl 9, nw 13, score 159
seed 188 | gen  191 (27.1K grids scored in 2.3 h) | maps{1} | new champion: max wsl 13, nw 16, score 145
seed 123 | gen   65 (10.6K grids scored in 3.2 h) | maps{1} | new champion: max wsl 8, nw 13, score 164
seed 188 | gen  192 (27.3K grids scored in 2.4 h) | maps{1} | new champion: max wsl 10, nw 16, score 146
seed 153 | gen   29 (4.6K grids scored in 2.8 h) | maps{1} | new champion: max wsl 10, nw 12, score 163
seed 173 | gen   23 (3.2K grids scored in 3.1 h) | maps{1} | new champion: max wsl 8, nw 14, score 163
seed 188 | gen  193 (27.4K grids scored in 2.5 h) | maps{1} | new champion: max wsl 10, nw 15, score 150
seed 133 | gen   35 (5.1K grids scored in 3.2 h) | maps{1} | new champion: max wsl 9, nw 17, score 164
seed 188 | gen  194 (27.6K grids scored in 2.5 h) | maps{1} | new champion: max wsl 9, nw 16, score 152
seed 128 | gen   28 (4.0K grids scored in 3.5 h) | maps{1} | new champion: max wsl 10, nw 13, score 159
seed 153 | gen   31 (4.9K grids scored in 3.0 h) | maps{1} | new champion: max wsl 10, nw 13, score 166
seed 128 | gen   29 (4.2K grids scored in 3.6 h) | maps{1} | new champion: max wsl 8, nw 13, score 161
seed 88 | gen   21 (2.9K grids scored in 3.6 h) | maps{1} | new champion: max wsl 10, nw 13, score 154
seed 68 | gen   27 (4.5K grids scored in 3.8 h) | maps{1} | new champion: max wsl 8, nw 15, score 164
seed 188 | gen  196 (28.0K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 16, score 156
seed 173 | gen   26 (3.7K grids scored in 3.6 h) | maps{1} | new champion: max wsl 8, nw 16, score 164
seed 188 | gen  197 (28.2K grids scored in 3.0 h) | maps{1} | new champion: max wsl 10, nw 15, score 157
seed 237 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 66
seed 228 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 68
seed 246 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 66
seed 207 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 68
seed 207 | gen    1 (1 grids scored in 3.4 s) | maps{1} | new champion: max wsl 13, nw 15, score 97
seed 168 | gen  264 (45.0K grids scored in 3.2 h) | maps{1} | new champion: max wsl 13, nw 15, score 130
seed 207 | gen    2 (24 grids scored in 44.3 s) | maps{1} | new champion: max wsl 13, nw 15, score 103
seed 246 | gen    5 (163 grids scored in 1.4 m) | maps{1} | new champion: max wsl 13, nw 15, score 114
seed 168 | gen  265 (45.2K grids scored in 3.2 h) | maps{1} | new champion: max wsl 13, nw 15, score 134
seed 246 | gen    6 (270 grids scored in 2.5 m) | maps{1} | new champion: max wsl 11, nw 15, score 133
seed 207 | gen    3 (108 grids scored in 3.2 m) | maps{1} | new champion: max wsl 8, nw 15, score 118
seed 249 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 66
seed 246 | gen    7 (423 grids scored in 5.1 m) | maps{1} | new champion: max wsl 13, nw 14, score 140
seed 207 | gen    4 (220 grids scored in 5.9 m) | maps{1} | new champion: max wsl 8, nw 15, score 131
seed 228 | gen   17 (2.0K grids scored in 9.7 m) | maps{1} | new champion: max wsl 11, nw 13, score 123
seed 219 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 228 | gen   18 (2.1K grids scored in 10.7 m) | maps{1} | new champion: max wsl 11, nw 13, score 131
seed 246 | gen    8 (582 grids scored in 8.2 m) | maps{1} | new champion: max wsl 12, nw 14, score 143
seed 252 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 65
seed 207 | gen    5 (342 grids scored in 8.5 m) | maps{1} | new champion: max wsl 9, nw 15, score 136
seed 222 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 66
seed 168 | gen  267 (45.6K grids scored in 3.4 h) | maps{1} | new champion: max wsl 10, nw 16, score 141
seed 201 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 240 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 73
seed 207 | gen    6 (474 grids scored in 11.3 m) | maps{1} | new champion: max wsl 8, nw 15, score 141
seed 201 | gen    3 (137 grids scored in 1.3 m) | maps{1} | new champion: max wsl 9, nw 13, score 138
seed 243 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 65
seed 240 | gen    3 (90 grids scored in 1.9 m) | maps{1} | new champion: max wsl 10, nw 18, score 113
seed 243 | gen    6 (176 grids scored in 1.1 m) | maps{1} | new champion: max wsl 12, nw 14, score 121
seed 255 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 65
seed 240 | gen    4 (181 grids scored in 3.6 m) | maps{1} | new champion: max wsl 9, nw 18, score 125
seed 243 | gen    7 (293 grids scored in 2.8 m) | maps{1} | new champion: max wsl 10, nw 14, score 126
seed 255 | gen    8 (617 grids scored in 3.8 m) | maps{1} | new champion: max wsl 13, nw 15, score 122
seed 243 | gen    8 (404 grids scored in 5.3 m) | maps{1} | new champion: max wsl 10, nw 14, score 134
seed 240 | gen    5 (307 grids scored in 6.6 m) | maps{1} | new champion: max wsl 9, nw 17, score 131
seed 225 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 66
seed 225 | gen    1 (10 grids scored in 4.3 s) | maps{1} | new champion: max wsl 13, nw 13, score 141
seed 246 | gen   10 (909 grids scored in 18.8 m) | maps{1} | new champion: max wsl 10, nw 14, score 149
seed 198 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 68
seed 210 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 66
seed 198 | gen    3 (150 grids scored in 38.0 s) | maps{1} | new champion: max wsl 13, nw 19, score 122
seed 252 | gen   19 (1.7K grids scored in 12.2 m) | maps{1} | new champion: max wsl 13, nw 16, score 112
seed 240 | gen    6 (451 grids scored in 10.2 m) | maps{1} | new champion: max wsl 9, nw 17, score 132
seed 198 | gen    4 (306 grids scored in 2.1 m) | maps{1} | new champion: max wsl 13, nw 18, score 127
seed 58 | gen   50 (7.6K grids scored in 3.5 h) | maps{1} | new champion: max wsl 10, nw 13, score 173
seed 252 | gen   20 (1.9K grids scored in 14.6 m) | maps{1} | new champion: max wsl 13, nw 15, score 122
seed 261 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 258 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 65
seed 240 | gen    7 (608 grids scored in 14.6 m) | maps{1} | new champion: max wsl 10, nw 16, score 136
seed 228 | gen   21 (2.6K grids scored in 28.6 m) | maps{1} | new champion: max wsl 10, nw 12, score 134
seed 252 | gen   21 (2.1K grids scored in 18.0 m) | maps{1} | new champion: max wsl 13, nw 15, score 129
seed 201 | gen    5 (361 grids scored in 16.6 m) | maps{1} | new champion: max wsl 9, nw 12, score 146
seed 225 | gen    3 (276 grids scored in 9.4 m) | maps{1} | new champion: max wsl 8, nw 12, score 147
seed 234 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 198 | gen    6 (651 grids scored in 8.9 m) | maps{1} | new champion: max wsl 13, nw 17, score 132
seed 240 | gen    8 (760 grids scored in 18.9 m) | maps{1} | new champion: max wsl 9, nw 17, score 141
seed 243 | gen   10 (669 grids scored in 17.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 142
seed 252 | gen   22 (2.3K grids scored in 21.7 m) | maps{1} | new champion: max wsl 11, nw 15, score 130
seed 198 | gen    7 (833 grids scored in 11.3 m) | maps{1} | new champion: max wsl 13, nw 17, score 135
seed 201 | gen    6 (521 grids scored in 21.6 m) | maps{1} | new champion: max wsl 9, nw 12, score 147
seed 255 | gen   10 (912 grids scored in 19.4 m) | maps{1} | new champion: max wsl 9, nw 16, score 136
seed 168 | gen  270 (46.3K grids scored in 3.7 h) | maps{1} | new champion: max wsl 8, nw 16, score 142
seed 252 | gen   23 (2.5K grids scored in 24.7 m) | maps{1} | new champion: max wsl 10, nw 15, score 136
seed 240 | gen    9 (916 grids scored in 23.4 m) | maps{1} | new champion: max wsl 9, nw 17, score 143
seed 264 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 72
seed 255 | gen   11 (1.1K grids scored in 22.5 m) | maps{1} | new champion: max wsl 9, nw 16, score 140
seed 213 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 201 | gen    7 (672 grids scored in 26.4 m) | maps{1} | new champion: max wsl 12, nw 11, score 154
seed 168 | gen  271 (46.5K grids scored in 3.8 h) | maps{1} | new champion: max wsl 8, nw 16, score 144
seed 213 | gen    4 (27 grids scored in 11.6 s) | maps{1} | new champion: max wsl 11, nw 14, score 119
seed 234 | gen   15 (1.3K grids scored in 9.1 m) | maps{1} | new champion: max wsl 12, nw 18, score 110
seed 228 | gen   23 (2.9K grids scored in 40.0 m) | maps{1} | new champion: max wsl 11, nw 14, score 138
seed 252 | gen   24 (2.7K grids scored in 28.9 m) | maps{1} | new champion: max wsl 10, nw 15, score 142
seed 213 | gen    5 (117 grids scored in 1.3 m) | maps{1} | new champion: max wsl 11, nw 14, score 129
seed 231 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 219 | gen   52 (7.8K grids scored in 31.5 m) | maps{1} | new champion: max wsl 13, nw 13, score 128
seed 234 | gen   16 (1.5K grids scored in 11.1 m) | maps{1} | new champion: max wsl 10, nw 17, score 132
seed 195 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 66
seed 195 | gen    1 (7 grids scored in 6.4 s) | maps{1} | new champion: max wsl 13, nw 13, score 129
seed 73 | gen   46 (6.7K grids scored in 4.2 h) | maps{1} | new champion: max wsl 8, nw 14, score 174
seed 231 | gen    5 (76 grids scored in 1.1 m) | maps{1} | new champion: max wsl 13, nw 16, score 106
seed 255 | gen   12 (1.2K grids scored in 26.7 m) | maps{1} | new champion: max wsl 9, nw 15, score 143
seed 219 | gen   53 (8.0K grids scored in 32.9 m) | maps{1} | new champion: max wsl 13, nw 13, score 136
seed 228 | gen   24 (3.0K grids scored in 43.2 m) | maps{1} | new champion: max wsl 10, nw 13, score 144
seed 168 | gen  272 (46.7K grids scored in 3.9 h) | maps{1} | new champion: max wsl 10, nw 15, score 147
seed 195 | gen    2 (89 grids scored in 1.7 m) | maps{1} | new champion: max wsl 13, nw 13, score 137
seed 213 | gen    6 (230 grids scored in 4.6 m) | maps{1} | new champion: max wsl 11, nw 13, score 131
seed 231 | gen    6 (138 grids scored in 2.7 m) | maps{1} | new champion: max wsl 12, nw 15, score 109
seed 270 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 72
seed 249 | gen   60 (7.9K grids scored in 39.0 m) | maps{1} | new champion: max wsl 13, nw 14, score 100
seed 246 | gen   13 (1.4K grids scored in 42.4 m) | maps{1} | new champion: max wsl 10, nw 14, score 152
seed 195 | gen    3 (208 grids scored in 3.2 m) | maps{1} | new champion: max wsl 11, nw 13, score 145
seed 219 | gen   54 (8.2K grids scored in 35.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 137
seed 234 | gen   17 (1.6K grids scored in 14.7 m) | maps{1} | new champion: max wsl 10, nw 17, score 136
seed 270 | gen    3 (58 grids scored in 40.9 s) | maps{1} | new champion: max wsl 13, nw 13, score 112
seed 225 | gen    5 (633 grids scored in 25.3 m) | maps{1} | new champion: max wsl 10, nw 12, score 153
seed 255 | gen   13 (1.4K grids scored in 30.2 m) | maps{1} | new champion: max wsl 9, nw 15, score 150
seed 231 | gen    7 (227 grids scored in 4.9 m) | maps{1} | new champion: max wsl 12, nw 15, score 123
seed 270 | gen    4 (129 grids scored in 1.5 m) | maps{1} | new champion: max wsl 13, nw 12, score 116
seed 243 | gen   12 (991 grids scored in 32.1 m) | maps{1} | new champion: max wsl 9, nw 15, score 149
seed 273 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 72
seed 270 | gen    5 (198 grids scored in 2.3 m) | maps{1} | new champion: max wsl 13, nw 12, score 122
seed 195 | gen    4 (329 grids scored in 5.1 m) | maps{1} | new champion: max wsl 12, nw 15, score 147
seed 213 | gen    7 (353 grids scored in 8.4 m) | maps{1} | new champion: max wsl 9, nw 15, score 147
seed 231 | gen    8 (324 grids scored in 6.7 m) | maps{1} | new champion: max wsl 12, nw 15, score 134
seed 270 | gen    6 (275 grids scored in 3.6 m) | maps{1} | new champion: max wsl 13, nw 13, score 138
seed 195 | gen    5 (458 grids scored in 7.9 m) | maps{1} | new champion: max wsl 12, nw 15, score 150
seed 255 | gen   14 (1.6K grids scored in 34.2 m) | maps{1} | new champion: max wsl 9, nw 15, score 153
seed 225 | gen    6 (822 grids scored in 30.5 m) | maps{1} | new champion: max wsl 10, nw 13, score 159
seed 270 | gen    7 (379 grids scored in 6.1 m) | maps{1} | new champion: max wsl 13, nw 14, score 140
seed 279 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 72
seed 219 | gen   56 (8.5K grids scored in 43.4 m) | maps{1} | new champion: max wsl 11, nw 13, score 142
seed 270 | gen    8 (498 grids scored in 9.1 m) | maps{1} | new champion: max wsl 11, nw 14, score 148
seed 249 | gen   62 (8.3K grids scored in 48.8 m) | maps{1} | new champion: max wsl 13, nw 14, score 109
seed 216 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 66
seed 264 | gen   38 (4.3K grids scored in 18.0 m) | maps{1} | new champion: max wsl 12, nw 15, score 128
seed 252 | gen   26 (3.1K grids scored in 45.1 m) | maps{1} | new champion: max wsl 10, nw 15, score 144
seed 225 | gen    7 (1.0K grids scored in 36.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 161
seed 219 | gen   57 (8.7K grids scored in 46.4 m) | maps{1} | new champion: max wsl 11, nw 13, score 143
seed 240 | gen   11 (1.3K grids scored in 43.3 m) | maps{1} | new champion: max wsl 9, nw 16, score 146
seed 216 | gen    8 (316 grids scored in 1.8 m) | maps{1} | new champion: max wsl 10, nw 19, score 134
seed 264 | gen   39 (4.5K grids scored in 19.0 m) | maps{1} | new champion: max wsl 12, nw 15, score 139
seed 270 | gen    9 (652 grids scored in 12.7 m) | maps{1} | new champion: max wsl 11, nw 15, score 149
seed 231 | gen   10 (558 grids scored in 16.3 m) | maps{1} | new champion: max wsl 9, nw 15, score 139
seed 249 | gen   63 (8.4K grids scored in 51.6 m) | maps{1} | new champion: max wsl 11, nw 15, score 112
seed 261 | gen   64 (7.0K grids scored in 32.1 m) | maps{1} | new champion: max wsl 13, nw 12, score 78
seed 195 | gen    7 (750 grids scored in 16.3 m) | maps{1} | new champion: max wsl 10, nw 15, score 152
seed 264 | gen   40 (4.7K grids scored in 20.3 m) | maps{1} | new champion: max wsl 12, nw 15, score 147
seed 261 | gen   65 (7.1K grids scored in 32.8 m) | maps{1} | new champion: max wsl 13, nw 12, score 108
seed 288 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 71
seed 219 | gen   58 (8.9K grids scored in 49.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 150
seed 261 | gen   66 (7.2K grids scored in 33.9 m) | maps{1} | new champion: max wsl 13, nw 12, score 118
seed 264 | gen   41 (4.8K grids scored in 21.7 m) | maps{1} | new champion: max wsl 11, nw 15, score 152
seed 261 | gen   67 (7.4K grids scored in 35.0 m) | maps{1} | new champion: max wsl 13, nw 13, score 122
seed 270 | gen   10 (802 grids scored in 16.3 m) | maps{1} | new champion: max wsl 11, nw 14, score 150
seed 240 | gen   12 (1.4K grids scored in 47.7 m) | maps{1} | new champion: max wsl 9, nw 15, score 147
seed 225 | gen    8 (1.2K grids scored in 41.1 m) | maps{1} | new champion: max wsl 10, nw 10, score 163
seed 264 | gen   42 (5.0K grids scored in 23.5 m) | maps{1} | new champion: max wsl 11, nw 15, score 154
seed 261 | gen   68 (7.5K grids scored in 35.9 m) | maps{1} | new champion: max wsl 13, nw 14, score 133
seed 204 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 261 | gen   69 (7.6K grids scored in 37.4 m) | maps{1} | new champion: max wsl 13, nw 14, score 140
seed 228 | gen   27 (3.5K grids scored in 1.1 h) | maps{1} | new champion: max wsl 11, nw 14, score 145
seed 216 | gen   10 (495 grids scored in 8.6 m) | maps{1} | new champion: max wsl 9, nw 18, score 142
seed 267 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 72
seed 255 | gen   16 (1.9K grids scored in 48.9 m) | maps{1} | new champion: max wsl 9, nw 14, score 156
seed 204 | gen    7 (244 grids scored in 2.2 m) | maps{1} | new champion: max wsl 13, nw 14, score 96
seed 270 | gen   11 (957 grids scored in 20.6 m) | maps{1} | new champion: max wsl 11, nw 14, score 152
seed 264 | gen   44 (5.3K grids scored in 27.2 m) | maps{1} | new champion: max wsl 12, nw 15, score 155
seed 267 | gen   12 (436 grids scored in 1.9 m) | maps{1} | new champion: max wsl 13, nw 12, score 130
seed 228 | gen   28 (3.7K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 15, score 155
seed 204 | gen    8 (341 grids scored in 3.3 m) | maps{1} | new champion: max wsl 13, nw 14, score 105
seed 267 | gen   13 (569 grids scored in 2.9 m) | maps{1} | new champion: max wsl 13, nw 11, score 138
seed 195 | gen    9 (1.1K grids scored in 25.5 m) | maps{1} | new champion: max wsl 10, nw 13, score 153
seed 204 | gen    9 (432 grids scored in 4.5 m) | maps{1} | new champion: max wsl 13, nw 13, score 116
seed 267 | gen   14 (711 grids scored in 3.9 m) | maps{1} | new champion: max wsl 9, nw 12, score 150
seed 288 | gen   22 (1.9K grids scored in 9.4 m) | maps{1} | new champion: max wsl 13, nw 14, score 133
